trade_date,etf_code,theme,valuation_percentile,valuation_score,roe_score,net_profit_growth_score,revenue_growth_score,fundamental_score,fundamental_source,valuation_filter_pass
2021-01-22,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-01-22,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-01-22,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-01-22,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-01-22,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-01-22,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-01-22,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-01-22,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-01-22,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-01-22,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-01-22,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-01-22,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-01-22,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-01-29,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-01-29,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-01-29,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-01-29,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-01-29,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-01-29,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-01-29,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-01-29,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-01-29,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-01-29,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-01-29,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-01-29,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-01-29,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-01-29,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-01-29,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-01-29,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-02-05,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-02-05,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-02-05,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-02-05,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-02-05,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-02-05,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-02-05,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-02-05,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-02-05,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-02-05,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-02-05,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-02-05,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-02-05,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-02-05,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-02-05,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-02-05,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-02-10,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-02-10,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-02-10,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-02-10,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-02-10,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-02-10,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-02-10,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-02-10,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-02-10,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-02-10,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-02-10,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-02-10,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-02-10,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-02-10,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-02-10,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-02-10,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-02-19,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-02-19,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-02-19,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-02-19,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-02-19,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-02-19,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-02-19,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-02-19,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-02-19,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-02-19,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-02-19,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-02-19,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-02-19,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-02-19,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-02-19,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-02-19,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-02-26,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-02-26,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-02-26,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-02-26,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-02-26,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-02-26,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-02-26,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-02-26,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-02-26,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-02-26,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-02-26,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-02-26,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-02-26,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-02-26,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-02-26,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-02-26,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-03-05,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-03-05,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-03-05,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-03-05,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-03-05,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-03-05,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-03-05,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-03-05,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-03-05,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-03-05,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-03-05,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-03-05,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-03-05,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-03-05,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-03-05,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-03-05,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-03-12,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-03-12,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-03-12,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-03-12,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-03-12,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-03-12,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-03-12,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-03-12,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-03-12,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-03-12,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-03-12,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-03-12,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-03-12,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-03-12,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-03-12,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-03-12,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-03-19,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-03-19,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-03-19,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-03-19,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-03-19,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-03-19,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-03-19,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-03-19,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-03-19,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-03-19,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-03-19,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-03-19,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-03-19,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-03-19,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-03-19,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-03-19,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-03-26,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-03-26,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-03-26,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-03-26,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-03-26,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-03-26,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-03-26,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-03-26,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-03-26,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-03-26,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-03-26,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-03-26,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-03-26,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-03-26,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-03-26,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-03-26,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-04-02,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-04-02,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-04-02,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-04-02,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-04-02,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-04-02,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-04-02,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-04-02,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-04-02,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-04-02,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-04-02,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-04-02,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-04-02,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-04-02,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-04-02,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-04-02,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-04-09,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-04-09,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-04-09,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-04-09,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-04-09,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-04-09,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-04-09,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-04-09,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-04-09,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-04-09,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-04-09,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-04-09,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-04-09,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-04-09,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-04-09,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-04-09,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-04-16,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-04-16,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-04-16,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-04-16,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-04-16,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-04-16,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-04-16,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-04-16,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-04-16,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-04-16,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-04-16,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-04-16,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-04-16,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-04-16,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-04-16,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-04-16,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-04-23,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-04-23,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-04-23,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-04-23,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-04-23,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-04-23,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-04-23,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-04-23,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-04-23,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-04-23,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-04-23,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-04-23,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-04-23,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-04-23,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-04-23,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-04-23,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-04-30,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-04-30,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-04-30,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-04-30,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-04-30,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-04-30,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-04-30,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-04-30,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-04-30,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-04-30,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-04-30,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-04-30,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-04-30,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-04-30,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-04-30,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-04-30,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-05-07,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-05-07,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-05-07,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-05-07,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-05-07,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-05-07,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-05-07,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-05-07,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-05-07,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-05-07,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-05-07,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-05-07,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-05-07,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-05-07,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-05-07,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-05-07,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-05-14,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-05-14,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-05-14,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-05-14,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-05-14,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-05-14,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-05-14,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-05-14,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-05-14,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-05-14,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-05-14,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-05-14,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-05-14,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-05-14,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-05-14,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-05-14,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-05-21,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-05-21,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-05-21,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-05-21,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-05-21,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-05-21,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-05-21,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-05-21,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-05-21,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-05-21,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-05-21,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-05-21,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-05-21,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-05-21,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-05-21,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-05-21,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-05-28,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-05-28,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-05-28,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-05-28,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-05-28,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-05-28,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-05-28,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-05-28,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-05-28,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-05-28,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-05-28,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
2021-05-28,512400.SH,有色,,0.5,,,,0.5,manual_config_fallback,True
2021-05-28,515220.SH,煤炭,,0.5,,,,0.5,manual_config_fallback,True
2021-05-28,515210.SH,钢铁,,0.5,,,,0.5,manual_config_fallback,True
2021-05-28,561560.SH,电力,,0.5,,,,0.5,manual_config_fallback,True
2021-05-28,510880.SH,红利,,0.55,,,,0.55,manual_config_fallback,True
2021-06-04,512000.SH,证券,,0.5,,,,0.5,manual_config_fallback,True
2021-06-04,512800.SH,银行,,0.55,,,,0.55,manual_config_fallback,True
2021-06-04,512200.SH,地产,,0.45,,,,0.45,manual_config_fallback,True
2021-06-04,159928.SZ,消费,,0.5,,,,0.5,manual_config_fallback,True
2021-06-04,512010.SH,医药,,0.5,,,,0.5,manual_config_fallback,True
2021-06-04,512480.SH,半导体,,0.5,,,,0.5,manual_config_fallback,True
2021-06-04,159995.SZ,芯片,,0.5,,,,0.5,manual_config_fallback,True
2021-06-04,159819.SZ,人工智能,,0.5,,,,0.5,manual_config_fallback,True
2021-06-04,512660.SH,军工,,0.5,,,,0.5,manual_config_fallback,True
2021-06-04,515030.SH,新能源车,,0.5,,,,0.5,manual_config_fallback,True
2021-06-04,515790.SH,光伏,,0.5,,,,0.5,manual_config_fallback,True
